run_parallelFalsecfg{'device': device(type='cuda'), 'learning_rate': 0.001, 'learning_rate_decay': 0.3, 'last_observe': 20, 'epochs': 12, 'print_every': 100, 'save_every': 5, 'batch_size': 1, 'data_locate': '/home/pinkman/PycharmProjects/map_encoder/data_process/trajectory/train', 'save_path': './model_ckpt/', 'log_file': 'runs/log.txt', 'tensorboard_path': 'runs/train_visualization'}
Start Training...
Epoch 1/12: Iteration 0, loss = 46.420792
Epoch 16/12: Iteration 0, loss = 0.902506
Epoch 16/12: Iteration 100, loss = 0.024132
Epoch 16/12: Iteration 200, loss = 0.995020
Epoch 16/12: Iteration 300, loss = 2.891939
Epoch 16/12: Iteration 400, loss = 0.074882
Epoch 16/12: Iteration 500, loss = 3.566408
Epoch 16/12: Iteration 600, loss = 0.015838
Epoch 16/12: Iteration 700, loss = 0.586890
Epoch 16/12: Iteration 800, loss = 3.619104
Epoch 16/12: Iteration 900, loss = 0.704053
Epoch 16/12: Iteration 1000, loss = 41.845490
Epoch 16/12: Iteration 1100, loss = 0.252592
Epoch 16/12: Iteration 1200, loss = 1.381961
Epoch 16/12: Iteration 1300, loss = 1.314366
Epoch 16/12: Iteration 1400, loss = 0.581685
Epoch 16/12: Iteration 1500, loss = 0.621618
Epoch 16/12: Iteration 1600, loss = 0.078204
Epoch 16/12: Iteration 1700, loss = 0.622935
Epoch 16/12: Iteration 1800, loss = 1.372566
Epoch 16/12: Iteration 1900, loss = 0.054478
Epoch 16/12: Iteration 2000, loss = 0.823228
Epoch 16/12: Iteration 2100, loss = 0.217344
Epoch 16/12: Iteration 2200, loss = 0.616272
Epoch 16/12: Iteration 2300, loss = 0.420974
Epoch 16/12: Iteration 2400, loss = 0.852799
Epoch 16/12: Iteration 2500, loss = 5.868364
Epoch 16/12: Iteration 2600, loss = 2.618510
Epoch 16/12: Iteration 2700, loss = 0.653638
Epoch 16/12: Iteration 2800, loss = 0.322137
Epoch 16/12: Iteration 2900, loss = 0.412083
Epoch 16/12: Iteration 3000, loss = 1.513636
Epoch 16/12: Iteration 3100, loss = 0.908424
Epoch 16/12: Iteration 3200, loss = 5.165797
Epoch 16/12: Iteration 3300, loss = 0.182258
Epoch 16/12: Iteration 3400, loss = 0.309604
Epoch 17/12: Iteration 0, loss = 0.948761
Epoch 17/12: Iteration 100, loss = 0.016932
Epoch 17/12: Iteration 200, loss = 1.206876
Epoch 17/12: Iteration 300, loss = 2.769275
Epoch 17/12: Iteration 400, loss = 0.097120
Epoch 17/12: Iteration 500, loss = 2.653665
Epoch 17/12: Iteration 600, loss = 0.049075
Epoch 17/12: Iteration 700, loss = 0.453114
Epoch 17/12: Iteration 800, loss = 3.430676
Epoch 17/12: Iteration 900, loss = 0.675186
Epoch 17/12: Iteration 1000, loss = 45.062317
Epoch 17/12: Iteration 1100, loss = 0.171454
Epoch 17/12: Iteration 1200, loss = 1.355601
Epoch 17/12: Iteration 1300, loss = 1.281577
Epoch 17/12: Iteration 1400, loss = 0.492135
Epoch 17/12: Iteration 1500, loss = 0.683800
Epoch 17/12: Iteration 1600, loss = 0.098133
Epoch 17/12: Iteration 1700, loss = 0.748931
Epoch 17/12: Iteration 1800, loss = 1.461553
Epoch 17/12: Iteration 1900, loss = 0.032261
Epoch 17/12: Iteration 2000, loss = 0.733431
Epoch 17/12: Iteration 2100, loss = 0.320190
Epoch 17/12: Iteration 2200, loss = 0.778307
Epoch 17/12: Iteration 2300, loss = 0.559075
Epoch 17/12: Iteration 2400, loss = 0.677647
Epoch 17/12: Iteration 2500, loss = 5.563488
Epoch 17/12: Iteration 2600, loss = 3.121454
Epoch 17/12: Iteration 2700, loss = 0.823770
Epoch 17/12: Iteration 2800, loss = 0.334542
Epoch 17/12: Iteration 2900, loss = 0.271126
Epoch 17/12: Iteration 3000, loss = 1.576995
Epoch 17/12: Iteration 3100, loss = 1.072808
Epoch 17/12: Iteration 3200, loss = 5.348976
Epoch 17/12: Iteration 3300, loss = 0.156184
Epoch 17/12: Iteration 3400, loss = 0.263353
Epoch 18/12: Iteration 0, loss = 0.675760
Epoch 18/12: Iteration 100, loss = 0.026505
Epoch 18/12: Iteration 200, loss = 1.017037
Epoch 18/12: Iteration 300, loss = 2.824138
Epoch 18/12: Iteration 400, loss = 0.093396
Epoch 18/12: Iteration 500, loss = 2.894405
Epoch 18/12: Iteration 600, loss = 0.036540
Epoch 18/12: Iteration 700, loss = 0.492611
Epoch 18/12: Iteration 800, loss = 3.528745
Epoch 18/12: Iteration 900, loss = 0.679944
Epoch 18/12: Iteration 1000, loss = 43.878761
Epoch 18/12: Iteration 1100, loss = 0.176590
Epoch 18/12: Iteration 1200, loss = 1.378111
Epoch 18/12: Iteration 1300, loss = 1.270298
Epoch 18/12: Iteration 1400, loss = 0.494885
Epoch 18/12: Iteration 1500, loss = 0.703082
Epoch 18/12: Iteration 1600, loss = 0.102760
Epoch 18/12: Iteration 1700, loss = 0.757147
Epoch 18/12: Iteration 1800, loss = 1.456050
Epoch 18/12: Iteration 1900, loss = 0.034036
Epoch 18/12: Iteration 2000, loss = 0.733917
Epoch 18/12: Iteration 2100, loss = 0.312979
Epoch 18/12: Iteration 2200, loss = 0.749390
Epoch 18/12: Iteration 2300, loss = 0.572097
Epoch 18/12: Iteration 2400, loss = 0.660457
Epoch 18/12: Iteration 2500, loss = 5.619211
Epoch 18/12: Iteration 2600, loss = 3.195771
Epoch 18/12: Iteration 2700, loss = 0.803238
Epoch 18/12: Iteration 2800, loss = 0.333696
Epoch 18/12: Iteration 2900, loss = 0.252426
Epoch 18/12: Iteration 3000, loss = 1.573730
Epoch 18/12: Iteration 3100, loss = 1.072644
Epoch 18/12: Iteration 3200, loss = 5.362183
Epoch 18/12: Iteration 3300, loss = 0.162902
Epoch 18/12: Iteration 3400, loss = 0.260866
Epoch 19/12: Iteration 0, loss = 0.665233
Epoch 19/12: Iteration 100, loss = 0.025031
Epoch 19/12: Iteration 200, loss = 0.998397
Epoch 19/12: Iteration 300, loss = 2.793683
Epoch 19/12: Iteration 400, loss = 0.091506
Epoch 19/12: Iteration 500, loss = 2.925530
Epoch 19/12: Iteration 600, loss = 0.033037
Epoch 19/12: Iteration 700, loss = 0.499069
Epoch 19/12: Iteration 800, loss = 3.579384
Epoch 19/12: Iteration 900, loss = 0.676567
Epoch 19/12: Iteration 1000, loss = 43.922684
Epoch 19/12: Iteration 1100, loss = 0.178840
Epoch 19/12: Iteration 1200, loss = 1.379910
Epoch 19/12: Iteration 1300, loss = 1.269743
Epoch 19/12: Iteration 1400, loss = 0.489172
Epoch 19/12: Iteration 1500, loss = 0.718344
Epoch 19/12: Iteration 1600, loss = 0.103572
Epoch 19/12: Iteration 1700, loss = 0.765643
Epoch 19/12: Iteration 1800, loss = 1.436393
Epoch 19/12: Iteration 1900, loss = 0.034825
Epoch 19/12: Iteration 2000, loss = 0.740366
Epoch 19/12: Iteration 2100, loss = 0.309322
Epoch 19/12: Iteration 2200, loss = 0.746499
Epoch 19/12: Iteration 2300, loss = 0.573606
Epoch 19/12: Iteration 2400, loss = 0.648987
Epoch 19/12: Iteration 2500, loss = 5.654329
Epoch 19/12: Iteration 2600, loss = 3.242965
Epoch 19/12: Iteration 2700, loss = 0.788493
Epoch 19/12: Iteration 2800, loss = 0.334608
Epoch 19/12: Iteration 2900, loss = 0.241992
Epoch 19/12: Iteration 3000, loss = 1.573225
Epoch 19/12: Iteration 3100, loss = 1.076028
Epoch 19/12: Iteration 3200, loss = 5.325161
Epoch 19/12: Iteration 3300, loss = 0.166662
Epoch 19/12: Iteration 3400, loss = 0.258267
Epoch 20/12: Iteration 0, loss = 0.670276
Epoch 20/12: Iteration 100, loss = 0.024302
Epoch 20/12: Iteration 200, loss = 0.989639
Epoch 20/12: Iteration 300, loss = 2.770995
Epoch 20/12: Iteration 400, loss = 0.090929
Epoch 20/12: Iteration 500, loss = 2.934058
Epoch 20/12: Iteration 600, loss = 0.029701
Epoch 20/12: Iteration 700, loss = 0.497898
Epoch 20/12: Iteration 800, loss = 3.596074
Epoch 20/12: Iteration 900, loss = 0.674587
Epoch 20/12: Iteration 1000, loss = 44.009743
Epoch 20/12: Iteration 1100, loss = 0.179259
Epoch 20/12: Iteration 1200, loss = 1.378584
Epoch 20/12: Iteration 1300, loss = 1.274464
Epoch 20/12: Iteration 1400, loss = 0.480790
Epoch 20/12: Iteration 1500, loss = 0.731647
Epoch 20/12: Iteration 1600, loss = 0.104366
Epoch 20/12: Iteration 1700, loss = 0.773510
Epoch 20/12: Iteration 1800, loss = 1.415799
Epoch 20/12: Iteration 1900, loss = 0.035106
Epoch 20/12: Iteration 2000, loss = 0.742731
Epoch 20/12: Iteration 2100, loss = 0.310383
Epoch 20/12: Iteration 2200, loss = 0.749194
Epoch 20/12: Iteration 2300, loss = 0.573486
Epoch 20/12: Iteration 2400, loss = 0.644940
Epoch 20/12: Iteration 2500, loss = 5.682103
Epoch 20/12: Iteration 2600, loss = 3.255975
Epoch 20/12: Iteration 2700, loss = 0.776896
Epoch 20/12: Iteration 2800, loss = 0.335758
Epoch 20/12: Iteration 2900, loss = 0.236945
Epoch 20/12: Iteration 3000, loss = 1.572348
Epoch 20/12: Iteration 3100, loss = 1.075915
Epoch 20/12: Iteration 3200, loss = 5.280059
Epoch 20/12: Iteration 3300, loss = 0.167325
Epoch 20/12: Iteration 3400, loss = 0.255855
Save model ./model_ckpt/model_epoch20.pth
Epoch 21/12: Iteration 0, loss = 0.677730
Epoch 21/12: Iteration 100, loss = 0.025346
Epoch 21/12: Iteration 200, loss = 0.949923
Epoch 21/12: Iteration 300, loss = 2.764695
Epoch 21/12: Iteration 400, loss = 0.096688
Epoch 21/12: Iteration 500, loss = 2.623940
Epoch 21/12: Iteration 600, loss = 0.051277
Epoch 21/12: Iteration 700, loss = 0.475919
Epoch 21/12: Iteration 800, loss = 3.521324
Epoch 21/12: Iteration 900, loss = 0.632691
Epoch 21/12: Iteration 1000, loss = 46.403278
Epoch 21/12: Iteration 1100, loss = 0.154813
Epoch 21/12: Iteration 1200, loss = 1.365903
Epoch 21/12: Iteration 1300, loss = 1.263399
Epoch 21/12: Iteration 1400, loss = 0.401962
Epoch 21/12: Iteration 1500, loss = 0.745582
Epoch 21/12: Iteration 1600, loss = 0.109683
Epoch 21/12: Iteration 1700, loss = 0.835809
Epoch 21/12: Iteration 1800, loss = 1.381824
Epoch 21/12: Iteration 1900, loss = 0.046743
Epoch 21/12: Iteration 2000, loss = 0.686298
Epoch 21/12: Iteration 2100, loss = 0.368595
Epoch 21/12: Iteration 2200, loss = 0.782249
Epoch 21/12: Iteration 2300, loss = 0.567163
Epoch 21/12: Iteration 2400, loss = 0.586714
Epoch 21/12: Iteration 2500, loss = 5.580190
Epoch 21/12: Iteration 2600, loss = 3.556384
Epoch 21/12: Iteration 2700, loss = 0.861184
Epoch 21/12: Iteration 2800, loss = 0.328890
Epoch 21/12: Iteration 2900, loss = 0.223016
Epoch 21/12: Iteration 3000, loss = 1.582824
Epoch 21/12: Iteration 3100, loss = 1.112355
Epoch 21/12: Iteration 3200, loss = 5.284107
Epoch 21/12: Iteration 3300, loss = 0.163381
Epoch 21/12: Iteration 3400, loss = 0.253957
Epoch 22/12: Iteration 0, loss = 0.603693
Epoch 22/12: Iteration 100, loss = 0.033175
Epoch 22/12: Iteration 200, loss = 0.869586
Epoch 22/12: Iteration 300, loss = 2.832659
Epoch 22/12: Iteration 400, loss = 0.097302
Epoch 22/12: Iteration 500, loss = 2.715618
Epoch 22/12: Iteration 600, loss = 0.037143
Epoch 22/12: Iteration 700, loss = 0.480839
Epoch 22/12: Iteration 800, loss = 3.493661
Epoch 22/12: Iteration 900, loss = 0.645489
Epoch 22/12: Iteration 1000, loss = 45.723389
Epoch 22/12: Iteration 1100, loss = 0.155100
Epoch 22/12: Iteration 1200, loss = 1.374620
Epoch 22/12: Iteration 1300, loss = 1.288117
Epoch 22/12: Iteration 1400, loss = 0.404061
Epoch 22/12: Iteration 1500, loss = 0.732465
Epoch 22/12: Iteration 1600, loss = 0.113421
Epoch 22/12: Iteration 1700, loss = 0.842242
Epoch 22/12: Iteration 1800, loss = 1.385812
Epoch 22/12: Iteration 1900, loss = 0.049502
Epoch 22/12: Iteration 2000, loss = 0.678006
Epoch 22/12: Iteration 2100, loss = 0.368093
Epoch 22/12: Iteration 2200, loss = 0.770466
Epoch 22/12: Iteration 2300, loss = 0.573760
Epoch 22/12: Iteration 2400, loss = 0.574398
Epoch 22/12: Iteration 2500, loss = 5.587164
Epoch 22/12: Iteration 2600, loss = 3.512167
Epoch 22/12: Iteration 2700, loss = 0.839005
Epoch 22/12: Iteration 2800, loss = 0.321901
Epoch 22/12: Iteration 2900, loss = 0.214948
Epoch 22/12: Iteration 3000, loss = 1.590099
Epoch 22/12: Iteration 3100, loss = 1.118530
Epoch 22/12: Iteration 3200, loss = 5.359945
Epoch 22/12: Iteration 3300, loss = 0.170440
Epoch 22/12: Iteration 3400, loss = 0.250457
Epoch 23/12: Iteration 0, loss = 0.597844
Epoch 23/12: Iteration 100, loss = 0.033422
Epoch 23/12: Iteration 200, loss = 0.849990
Epoch 23/12: Iteration 300, loss = 2.823789
Epoch 23/12: Iteration 400, loss = 0.095907
Epoch 23/12: Iteration 500, loss = 2.751466
Epoch 23/12: Iteration 600, loss = 0.034326
Epoch 23/12: Iteration 700, loss = 0.484739
Epoch 23/12: Iteration 800, loss = 3.505405
Epoch 23/12: Iteration 900, loss = 0.647488
Epoch 23/12: Iteration 1000, loss = 45.502201
Epoch 23/12: Iteration 1100, loss = 0.156394
Epoch 23/12: Iteration 1200, loss = 1.377098
Epoch 23/12: Iteration 1300, loss = 1.290323
Epoch 23/12: Iteration 1400, loss = 0.405459
Epoch 23/12: Iteration 1500, loss = 0.734299
Epoch 23/12: Iteration 1600, loss = 0.114696
Epoch 23/12: Iteration 1700, loss = 0.847428
Epoch 23/12: Iteration 1800, loss = 1.381170
Epoch 23/12: Iteration 1900, loss = 0.049988
Epoch 23/12: Iteration 2000, loss = 0.677223
Epoch 23/12: Iteration 2100, loss = 0.366019
Epoch 23/12: Iteration 2200, loss = 0.764153
Epoch 23/12: Iteration 2300, loss = 0.578238
Epoch 23/12: Iteration 2400, loss = 0.571618
Epoch 23/12: Iteration 2500, loss = 5.590059
Epoch 23/12: Iteration 2600, loss = 3.497535
Epoch 23/12: Iteration 2700, loss = 0.827663
Epoch 23/12: Iteration 2800, loss = 0.320919
Epoch 23/12: Iteration 2900, loss = 0.210917
Epoch 23/12: Iteration 3000, loss = 1.596323
Epoch 23/12: Iteration 3100, loss = 1.119258
Epoch 23/12: Iteration 3200, loss = 5.381819
Epoch 23/12: Iteration 3300, loss = 0.173722
Epoch 23/12: Iteration 3400, loss = 0.249326
Epoch 24/12: Iteration 0, loss = 0.598792
Epoch 24/12: Iteration 100, loss = 0.032961
Epoch 24/12: Iteration 200, loss = 0.841885
Epoch 24/12: Iteration 300, loss = 2.815837
Epoch 24/12: Iteration 400, loss = 0.095577
Epoch 24/12: Iteration 500, loss = 2.765978
Epoch 24/12: Iteration 600, loss = 0.032981
Epoch 24/12: Iteration 700, loss = 0.485654
Epoch 24/12: Iteration 800, loss = 3.520204
Epoch 24/12: Iteration 900, loss = 0.648220
Epoch 24/12: Iteration 1000, loss = 45.406441
Epoch 24/12: Iteration 1100, loss = 0.157681
Epoch 24/12: Iteration 1200, loss = 1.378847
Epoch 24/12: Iteration 1300, loss = 1.290503
Epoch 24/12: Iteration 1400, loss = 0.403816
Epoch 24/12: Iteration 1500, loss = 0.735006
Epoch 24/12: Iteration 1600, loss = 0.115058
Epoch 24/12: Iteration 1700, loss = 0.849815
Epoch 24/12: Iteration 1800, loss = 1.375472
Epoch 24/12: Iteration 1900, loss = 0.050381
Epoch 24/12: Iteration 2000, loss = 0.677326
Epoch 24/12: Iteration 2100, loss = 0.365180
Epoch 24/12: Iteration 2200, loss = 0.761162
Epoch 24/12: Iteration 2300, loss = 0.579091
Epoch 24/12: Iteration 2400, loss = 0.569934
Epoch 24/12: Iteration 2500, loss = 5.593198
Epoch 24/12: Iteration 2600, loss = 3.496474
Epoch 24/12: Iteration 2700, loss = 0.819121
Epoch 24/12: Iteration 2800, loss = 0.320531
Epoch 24/12: Iteration 2900, loss = 0.208732
Epoch 24/12: Iteration 3000, loss = 1.598577
Epoch 24/12: Iteration 3100, loss = 1.120798
Epoch 24/12: Iteration 3200, loss = 5.388988
Epoch 24/12: Iteration 3300, loss = 0.175545
Epoch 24/12: Iteration 3400, loss = 0.248441
Epoch 25/12: Iteration 0, loss = 0.598960
Epoch 25/12: Iteration 100, loss = 0.034938
Epoch 25/12: Iteration 200, loss = 0.801272
Epoch 25/12: Iteration 300, loss = 2.837423
Epoch 25/12: Iteration 400, loss = 0.102390
Epoch 25/12: Iteration 500, loss = 2.692673
Epoch 25/12: Iteration 600, loss = 0.033214
Epoch 25/12: Iteration 700, loss = 0.469327
Epoch 25/12: Iteration 800, loss = 3.446352
Epoch 25/12: Iteration 900, loss = 0.641024
Epoch 25/12: Iteration 1000, loss = 46.136463
Epoch 25/12: Iteration 1100, loss = 0.159361
Epoch 25/12: Iteration 1200, loss = 1.381330
Epoch 25/12: Iteration 1300, loss = 1.290470
Epoch 25/12: Iteration 1400, loss = 0.380991
Epoch 25/12: Iteration 1500, loss = 0.734410
Epoch 25/12: Iteration 1600, loss = 0.115248
Epoch 25/12: Iteration 1700, loss = 0.874365
Epoch 25/12: Iteration 1800, loss = 1.361830
Epoch 25/12: Iteration 1900, loss = 0.058722
Epoch 25/12: Iteration 2000, loss = 0.649830
Epoch 25/12: Iteration 2100, loss = 0.381878
Epoch 25/12: Iteration 2200, loss = 0.789130
Epoch 25/12: Iteration 2300, loss = 0.553874
Epoch 25/12: Iteration 2400, loss = 0.555923
Epoch 25/12: Iteration 2500, loss = 5.564989
Epoch 25/12: Iteration 2600, loss = 3.578647
Epoch 25/12: Iteration 2700, loss = 0.863424
Epoch 25/12: Iteration 2800, loss = 0.319649
Epoch 25/12: Iteration 2900, loss = 0.215847
Epoch 25/12: Iteration 3000, loss = 1.619165
Epoch 25/12: Iteration 3100, loss = 1.102195
Epoch 25/12: Iteration 3200, loss = 5.320227
Epoch 25/12: Iteration 3300, loss = 0.172185
Epoch 25/12: Iteration 3400, loss = 0.248886
Save model ./model_ckpt/model_epoch25.pth
Epoch 26/12: Iteration 0, loss = 0.596640
Epoch 26/12: Iteration 100, loss = 0.034810
Epoch 26/12: Iteration 200, loss = 0.795728
Epoch 26/12: Iteration 300, loss = 2.842775
Epoch 26/12: Iteration 400, loss = 0.100971
Epoch 26/12: Iteration 500, loss = 2.701225
Epoch 26/12: Iteration 600, loss = 0.032144
Epoch 26/12: Iteration 700, loss = 0.473436
Epoch 26/12: Iteration 800, loss = 3.453876
Epoch 26/12: Iteration 900, loss = 0.641248
Epoch 26/12: Iteration 1000, loss = 46.025681
Epoch 26/12: Iteration 1100, loss = 0.159532
Epoch 26/12: Iteration 1200, loss = 1.381562
Epoch 26/12: Iteration 1300, loss = 1.291835
Epoch 26/12: Iteration 1400, loss = 0.380631
Epoch 26/12: Iteration 1500, loss = 0.729307
Epoch 26/12: Iteration 1600, loss = 0.116307
Epoch 26/12: Iteration 1700, loss = 0.874148
Epoch 26/12: Iteration 1800, loss = 1.361970
Epoch 26/12: Iteration 1900, loss = 0.059634
Epoch 26/12: Iteration 2000, loss = 0.648441
Epoch 26/12: Iteration 2100, loss = 0.383167
Epoch 26/12: Iteration 2200, loss = 0.785251
Epoch 26/12: Iteration 2300, loss = 0.554934
Epoch 26/12: Iteration 2400, loss = 0.551744
Epoch 26/12: Iteration 2500, loss = 5.568527
Epoch 26/12: Iteration 2600, loss = 3.564691
Epoch 26/12: Iteration 2700, loss = 0.859161
Epoch 26/12: Iteration 2800, loss = 0.316490
Epoch 26/12: Iteration 2900, loss = 0.214535
Epoch 26/12: Iteration 3000, loss = 1.623742
Epoch 26/12: Iteration 3100, loss = 1.103139
Epoch 26/12: Iteration 3200, loss = 5.339189
Epoch 26/12: Iteration 3300, loss = 0.174957
Epoch 26/12: Iteration 3400, loss = 0.247381
Epoch 27/12: Iteration 0, loss = 0.595701
Epoch 27/12: Iteration 100, loss = 0.034663
Epoch 27/12: Iteration 200, loss = 0.791168
Epoch 27/12: Iteration 300, loss = 2.842198
Epoch 27/12: Iteration 400, loss = 0.100268
Epoch 27/12: Iteration 500, loss = 2.708245
Epoch 27/12: Iteration 600, loss = 0.031465
Epoch 27/12: Iteration 700, loss = 0.475607
Epoch 27/12: Iteration 800, loss = 3.460162
Epoch 27/12: Iteration 900, loss = 0.642204
Epoch 27/12: Iteration 1000, loss = 45.939766
Epoch 27/12: Iteration 1100, loss = 0.159980
Epoch 27/12: Iteration 1200, loss = 1.382462
Epoch 27/12: Iteration 1300, loss = 1.292753
Epoch 27/12: Iteration 1400, loss = 0.381232
Epoch 27/12: Iteration 1500, loss = 0.728365
Epoch 27/12: Iteration 1600, loss = 0.117041
Epoch 27/12: Iteration 1700, loss = 0.875211
Epoch 27/12: Iteration 1800, loss = 1.360432
Epoch 27/12: Iteration 1900, loss = 0.060062
Epoch 27/12: Iteration 2000, loss = 0.647435
Epoch 27/12: Iteration 2100, loss = 0.383207
Epoch 27/12: Iteration 2200, loss = 0.782869
Epoch 27/12: Iteration 2300, loss = 0.556157
Epoch 27/12: Iteration 2400, loss = 0.549945
Epoch 27/12: Iteration 2500, loss = 5.570007
Epoch 27/12: Iteration 2600, loss = 3.555587
Epoch 27/12: Iteration 2700, loss = 0.855024
Epoch 27/12: Iteration 2800, loss = 0.314667
Epoch 27/12: Iteration 2900, loss = 0.213590
Epoch 27/12: Iteration 3000, loss = 1.626302
Epoch 27/12: Iteration 3100, loss = 1.103826
Epoch 27/12: Iteration 3200, loss = 5.354206
Epoch 27/12: Iteration 3300, loss = 0.176940
Epoch 27/12: Iteration 3400, loss = 0.246283
Epoch 28/12: Iteration 0, loss = 0.595277
Epoch 28/12: Iteration 100, loss = 0.034588
Epoch 28/12: Iteration 200, loss = 0.787594
Epoch 28/12: Iteration 300, loss = 2.839759
Epoch 28/12: Iteration 400, loss = 0.099970
Epoch 28/12: Iteration 500, loss = 2.714271
Epoch 28/12: Iteration 600, loss = 0.031024
Epoch 28/12: Iteration 700, loss = 0.476436
Epoch 28/12: Iteration 800, loss = 3.464492
Epoch 28/12: Iteration 900, loss = 0.643222
Epoch 28/12: Iteration 1000, loss = 45.874065
Epoch 28/12: Iteration 1100, loss = 0.160338
Epoch 28/12: Iteration 1200, loss = 1.383175
Epoch 28/12: Iteration 1300, loss = 1.293762
Epoch 28/12: Iteration 1400, loss = 0.381336
Epoch 28/12: Iteration 1500, loss = 0.728763
Epoch 28/12: Iteration 1600, loss = 0.117550
Epoch 28/12: Iteration 1700, loss = 0.876189
Epoch 28/12: Iteration 1800, loss = 1.358579
Epoch 28/12: Iteration 1900, loss = 0.060339
Epoch 28/12: Iteration 2000, loss = 0.646703
Epoch 28/12: Iteration 2100, loss = 0.383034
Epoch 28/12: Iteration 2200, loss = 0.781326
Epoch 28/12: Iteration 2300, loss = 0.556869
Epoch 28/12: Iteration 2400, loss = 0.548865
Epoch 28/12: Iteration 2500, loss = 5.570706
Epoch 28/12: Iteration 2600, loss = 3.548755
Epoch 28/12: Iteration 2700, loss = 0.851212
Epoch 28/12: Iteration 2800, loss = 0.313461
Epoch 28/12: Iteration 2900, loss = 0.212671
Epoch 28/12: Iteration 3000, loss = 1.628064
Epoch 28/12: Iteration 3100, loss = 1.104811
Epoch 28/12: Iteration 3200, loss = 5.366522
Epoch 28/12: Iteration 3300, loss = 0.178518
Epoch 28/12: Iteration 3400, loss = 0.245502
Epoch 29/12: Iteration 0, loss = 0.594735
Epoch 29/12: Iteration 100, loss = 0.035382
Epoch 29/12: Iteration 200, loss = 0.772176
Epoch 29/12: Iteration 300, loss = 2.848053
Epoch 29/12: Iteration 400, loss = 0.102924
Epoch 29/12: Iteration 500, loss = 2.699821
Epoch 29/12: Iteration 600, loss = 0.030043
Epoch 29/12: Iteration 700, loss = 0.469074
Epoch 29/12: Iteration 800, loss = 3.429185
Epoch 29/12: Iteration 900, loss = 0.645139
Epoch 29/12: Iteration 1000, loss = 46.051632
Epoch 29/12: Iteration 1100, loss = 0.162597
Epoch 29/12: Iteration 1200, loss = 1.389774
Epoch 29/12: Iteration 1300, loss = 1.299748
Epoch 29/12: Iteration 1400, loss = 0.378903
Epoch 29/12: Iteration 1500, loss = 0.734547
Epoch 29/12: Iteration 1600, loss = 0.118734
Epoch 29/12: Iteration 1700, loss = 0.890226
Epoch 29/12: Iteration 1800, loss = 1.352922
Epoch 29/12: Iteration 1900, loss = 0.062056
Epoch 29/12: Iteration 2000, loss = 0.640806
Epoch 29/12: Iteration 2100, loss = 0.385109
Epoch 29/12: Iteration 2200, loss = 0.793086
Epoch 29/12: Iteration 2300, loss = 0.548006
Epoch 29/12: Iteration 2400, loss = 0.549299
Epoch 29/12: Iteration 2500, loss = 5.550078
Epoch 29/12: Iteration 2600, loss = 3.563365
Epoch 29/12: Iteration 2700, loss = 0.863482
Epoch 29/12: Iteration 2800, loss = 0.315031
Epoch 29/12: Iteration 2900, loss = 0.214145
Epoch 29/12: Iteration 3000, loss = 1.633121
Epoch 29/12: Iteration 3100, loss = 1.099497
Epoch 29/12: Iteration 3200, loss = 5.341487
Epoch 29/12: Iteration 3300, loss = 0.177733
Epoch 29/12: Iteration 3400, loss = 0.246148
Epoch 30/12: Iteration 0, loss = 0.595643
Epoch 30/12: Iteration 100, loss = 0.035175
Epoch 30/12: Iteration 200, loss = 0.772429
Epoch 30/12: Iteration 300, loss = 2.849772
Epoch 30/12: Iteration 400, loss = 0.102154
Epoch 30/12: Iteration 500, loss = 2.701093
Epoch 30/12: Iteration 600, loss = 0.030120
Epoch 30/12: Iteration 700, loss = 0.470677
Epoch 30/12: Iteration 800, loss = 3.434531
Epoch 30/12: Iteration 900, loss = 0.644172
Epoch 30/12: Iteration 1000, loss = 46.035927
Epoch 30/12: Iteration 1100, loss = 0.162548
Epoch 30/12: Iteration 1200, loss = 1.388993
Epoch 30/12: Iteration 1300, loss = 1.298179
Epoch 30/12: Iteration 1400, loss = 0.378416
Epoch 30/12: Iteration 1500, loss = 0.732348
Epoch 30/12: Iteration 1600, loss = 0.118883
Epoch 30/12: Iteration 1700, loss = 0.889287
Epoch 30/12: Iteration 1800, loss = 1.352691
Epoch 30/12: Iteration 1900, loss = 0.062237
Epoch 30/12: Iteration 2000, loss = 0.640306
Epoch 30/12: Iteration 2100, loss = 0.385869
Epoch 30/12: Iteration 2200, loss = 0.791327
Epoch 30/12: Iteration 2300, loss = 0.548500
Epoch 30/12: Iteration 2400, loss = 0.547354
Epoch 30/12: Iteration 2500, loss = 5.553945
Epoch 30/12: Iteration 2600, loss = 3.559790
Epoch 30/12: Iteration 2700, loss = 0.863525
Epoch 30/12: Iteration 2800, loss = 0.314315
Epoch 30/12: Iteration 2900, loss = 0.214267
Epoch 30/12: Iteration 3000, loss = 1.635698
Epoch 30/12: Iteration 3100, loss = 1.098423
Epoch 30/12: Iteration 3200, loss = 5.344060
Epoch 30/12: Iteration 3300, loss = 0.178870
Epoch 30/12: Iteration 3400, loss = 0.246021
Save model ./model_ckpt/model_epoch30.pth
Epoch 31/12: Iteration 0, loss = 0.596269
Epoch 31/12: Iteration 100, loss = 0.035027
Epoch 31/12: Iteration 200, loss = 0.772302
Epoch 31/12: Iteration 300, loss = 2.850533
Epoch 31/12: Iteration 400, loss = 0.101640
Epoch 31/12: Iteration 500, loss = 2.702423
Epoch 31/12: Iteration 600, loss = 0.030145
Epoch 31/12: Iteration 700, loss = 0.471824
